연도,월,달력연도/월,순주문 구분,제품계층구조1,제품계층구조2,제품계층구조3,제품코드,제품명,약정기간,리스구분,비용구분,총렌탈(건),렌탈(건),재렌탈(건),일시불 건
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5610N_BU,113267,CHP-5610N_BU,6,금융리스,자가,6,6,,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5700R,112768,CHP-5700R,5,금융리스,2M,23,10,13,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5700R,112768,CHP-5700R,5,렌탈,2M,43,29,14,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5700R,112768,CHP-5700R,6,금융리스,2M,13,7,6,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5700R,112768,CHP-5700R,지정되지 않음,지정되지 않음,2M,,,,1
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711L,113790,CHP-5711L,5,금융리스,2M,996,411,585,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711L,113790,CHP-5711L,5,금융리스,4M,908,537,371,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711L,113790,CHP-5711L,5,렌탈,2M,"1,474",827,647,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711L,113790,CHP-5711L,5,렌탈,4M,716,552,164,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711L,113790,CHP-5711L,6,금융리스,2M,568,302,266,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711L,113790,CHP-5711L,6,금융리스,4M,976,694,282,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711L,113790,CHP-5711L,지정되지 않음,지정되지 않음,2M,,,,18
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711R,113791,CHP-5711R,5,금융리스,2M,137,56,81,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711R,113791,CHP-5711R,5,금융리스,4M,111,51,60,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711R,113791,CHP-5711R,5,렌탈,2M,212,115,97,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711R,113791,CHP-5711R,5,렌탈,4M,82,59,23,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711R,113791,CHP-5711R,6,금융리스,2M,50,30,20,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5711R,113791,CHP-5711R,6,금융리스,4M,94,52,42,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5720L,113541,CHP-5720L,3,금융리스,3M,3,3,,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5720L,113541,CHP-5720L,5,금융리스,2M,113,42,71,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5720L,113541,CHP-5720L,5,금융리스,4M,65,42,23,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5720L,113541,CHP-5720L,5,렌탈,2M,386,216,170,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5720L,113541,CHP-5720L,5,렌탈,4M,71,57,14,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5720L,113541,CHP-5720L,6,금융리스,2M,26,11,15,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5720L,113541,CHP-5720L,6,금융리스,4M,43,18,25,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-5720L,113541,CHP-5720L,지정되지 않음,지정되지 않음,2M,,,,3
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-590,111821,CHP-590N(WHITE),5,금융리스,3M,2,2,,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-590,111821,CHP-590N(WHITE),5,렌탈,2M,90,90,,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,5,렌탈,6M,59,59,,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,5,렌탈,자가,80,80,,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,6,금융리스,1회서비스,2,2,,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,6,금융리스,6M,79,79,,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,6,금융리스,자가,191,191,,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,지정되지 않음,지정되지 않음,1회서비스,,,,6
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6201N,113068,CHP-6201N,지정되지 않음,지정되지 않음,6M,,,,1
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6310L,112764,CHP-6310L,5,금융리스,2M,1,,1,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6310L,112764,CHP-6310L,5,렌탈,2M,1,1,,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6340L,113639,CHP-6340L,5,금융리스,2M,"1,970",504,"1,466",
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6340L,113639,CHP-6340L,5,렌탈,2M,"1,065",561,504,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6340L,113639,CHP-6340L,6,금융리스,2M,"1,499",364,"1,135",
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6340L,113639,CHP-6340L,7,금융리스,2M,250,94,156,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-6340L,113639,CHP-6340L,지정되지 않음,지정되지 않음,2M,,,,9
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-700,111146,CHP-700L,5,금융리스,2M,53,21,32,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-700,111146,CHP-700L,5,렌탈,2M,113,78,35,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-700,111146,CHP-700L,6,금융리스,2M,33,16,17,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-700,111146,CHP-700L,지정되지 않음,지정되지 않음,2M,,,,1
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,5,금융리스,4M,130,59,71,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,5,금융리스,자가,124,107,17,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,5,렌탈,4M,74,54,20,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,5,렌탈,자가,100,98,2,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,6,금융리스,4M,234,95,139,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,6,금융리스,자가,126,113,13,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,7,금융리스,4M,38,17,21,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,7,금융리스,자가,25,23,2,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,지정되지 않음,지정되지 않음,서비스프리,,,,2
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_BU,113470,CHP-7211N_BU,지정되지 않음,지정되지 않음,자가,,,,3
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,5,금융리스,4M,71,30,41,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,5,금융리스,자가,94,83,11,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,5,렌탈,4M,48,40,8,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,5,렌탈,자가,125,124,1,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,6,금융리스,4M,99,32,67,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,6,금융리스,자가,84,67,17,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,7,금융리스,4M,13,7,6,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,7,금융리스,자가,18,14,4,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,지정되지 않음,지정되지 않음,4M,,,,1
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GN,113468,CHP-7211N_GN,지정되지 않음,지정되지 않음,자가,,,,3
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,5,금융리스,4M,171,117,54,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,5,금융리스,자가,309,286,23,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,5,렌탈,4M,144,132,12,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,5,렌탈,자가,417,407,10,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,6,금융리스,4M,192,100,92,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,6,금융리스,자가,230,201,29,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,7,금융리스,4M,32,26,6,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,7,금융리스,자가,42,38,4,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,지정되지 않음,지정되지 않음,4M,,,,5
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_GR,113462,CHP-7211N_GR,지정되지 않음,지정되지 않음,자가,,,,13
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,5,금융리스,4M,226,90,136,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,5,금융리스,자가,284,244,40,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,5,렌탈,4M,148,108,40,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,5,렌탈,자가,353,339,14,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,6,금융리스,4M,509,180,329,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,6,금융리스,자가,271,227,44,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,7,금융리스,4M,77,38,39,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,7,금융리스,자가,57,45,12,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,지정되지 않음,지정되지 않음,4M,,,,2
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_PK,113466,CHP-7211N_PK,지정되지 않음,지정되지 않음,자가,,,,12
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_RA,113720,CHP-7211N_RA,5,렌탈,4M,144,143,1,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_RA,113720,CHP-7211N_RA,지정되지 않음,지정되지 않음,4M,,,,1
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,5,금융리스,4M,443,256,187,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,5,금융리스,자가,669,585,84,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,5,렌탈,4M,286,238,48,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,5,렌탈,자가,676,654,22,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,6,금융리스,4M,702,311,391,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,6,금융리스,자가,567,489,78,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,7,금융리스,4M,81,33,48,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,7,금융리스,자가,105,87,18,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,지정되지 않음,지정되지 않음,4M,,,,10
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_SL,113464,CHP-7211N_SL,지정되지 않음,지정되지 않음,자가,,,,20
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,5,금융리스,4M,"1,485",758,727,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,5,금융리스,자가,"2,234","1,970",264,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,5,렌탈,4M,"1,193",965,228,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,5,렌탈,자가,"2,608","2,525",83,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,6,금융리스,4M,"2,515","1,044","1,471",
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,6,금융리스,자가,"1,893","1,607",286,
2025,6,2025.06,순주문,정수기,냉온정수기,CHP-7211N_WT,113417,CHP-7211N_WT,7,금융리스,4M,321,178,143,
